word,translation
Šarrat-Nippuri,DN
Šarrat-parakki,DN
šarratu,queen
šarratum,queen
šarru,king
Šarru-kīn,RN
šarrum,"king, SN"
šarrum (//lugal),"king, lord"
šarrum (LUGAL; EN),"king, lord"
Šarrum-Ḫummur,PN
Šarrum-Kīn,"PN, RN"
sarrūtu,"dishonesty, treachery"
šarrūtum,"kingship, reign"
šarrūtum (//nam-lugal),"kingship, reign"
Šaršar,GN
šaršerrum,red paste
sartum,falsehood
šārtum,"hair, (animal’s) pelt"
šārtum (//munšub),"hair, (animal’s) pelt"
šāru,wind
šarûm,rich
šārum (//im),"wind, breath"
šārum (IM),"wind, breath"
sârum (v.),"to rotate, dance, (D) set up in a circle"
šārum ālikum,"wind, blowing wind"
šarūrum,"brilliance, ray"
šāš,to her
šâšim,"to her, her"
"saskûm, sasqûm",a fine flour
"šašmanītum, šaššanītum",warrior-like
"šašmum, šašnum","(single) combat, battle, war"
šaššānum,sun-disc
Šaššār,"GN, mountain"
šaššārum,saw
šaššaṭum,disease of the joints (a kind of)
sassatum,"grass, turf"
šaššaṭum (//sa-ad-nim),disease of the joints (a kind of)
Šaššur,DN
šassūru,womb
"šassūrum, sassūrum",womb
šâšu,"to him, of him"
šasû (v.),"to shout, call (out)"
šâšum,"to him, of him"
šasûm (v.),"to shout, call (out), summon"
šasûm (v.) (//gù ~dé),"G to shout, call (out), read (out); Gtn iter. of G"
šāt,"who(m), which, of"
šāt mūšim,night time
šāt urrim,"dawn (that of), third watch of the night"
šatāḫum (v.),to stretch out; D make grow long
šatammum,administrator
šatānu (v.),to urinate
šatāqum (v.),"G to split; D to split into many parts, to fissure"
šaṭāru (v.),to write (down)
šaṭārum (IN.SAR) (v.),to write (down)
šaṭārum (v.),to write (down)
šāṭipum,"who preserves life, rescues"
šaṭrum,written (document)
šattišam,"year by year, yearly"
šattu,year
sattukkum,"regular delivery, regular offering"
"sattukkum, šattukkum",regular offering
šattum,year
šattum (//mu),year
šattum (MU),year
šatû (v.),to drink
šātûm,drinker
šâṭum (v.),"to despise, ignore"
šatûm II (v.),G to drink
šatûm III (v.),"G to knot together, weave"
ṣawārum,neck
šawinum,illness (a kind of)
"šawiru, šemeru",ring
"šawirum, šemerum","ring, bracelet"
Šazu,DN
še'um (ŠE),"barley, grain (also a measure)"
še'ûm (v.),"G to seek, call on"
sebe,seven
šebērum (v.),to break
Sebettu,"group of seven, heptad, DN"
sebîšu,seven times
šebrum,broken
šebûm I (v.),"to be satiated, satisfied; to be full"
šebûm II,satisfied
sebūtum,seventh day (of month)
šegu(n)nû,grain crop
šegûm (v.),"to be wild, rave"
šegûm (v.) II,"to be wild, rave"
ṣeḫērum (TUR) (v.),"to be(come) small, young, little"
ṣeḫḫerum,"tiny, very small"
ṣeḫru,"small, young, lowly, junior, servant"
ṣeḫrum,"small, young, son"
ṣeḫrum I ((LÚ).TUR),"little, young, junior-; small, child, servant, baby"
ṣeḫrum II,youth
šeḫṭum,"jump, attack"
"šeḫṭum, šiḫṭum","jump, attack, Mercury"
seḫûm (v.),"to rise up, revolt, fall into confusion, (D) wreck, ruin"
"sēḫûm, sāḫʾum","dissenter, challenger"
"seḫûm, šeḫûm (v.)","to rise up, revolt; D confuse"
sekērum (v.),to be cloistered
sekretum (MUNUS.UŠ),a (possibly cloistered) woman of high rank
sekrum,"closed off, up"
"ṣēlāniš, ṣēlēniš",sideways
šēlebum,fox
šeleppûm,turtle
ṣēltum,quarrel
ṣēlu,rib
ṣelû II (v.),"G to ignite, Š make smb. burn incense"
ṣēlum,rib
semeru,ring
semerum,"ring, bracelet, anklet"
šemû (v.),to hear
šēmûm,"hearer, that hears"
šemûm (//še-ga),"hearer, that hears"
šemûm (v.),"to hear, listen to smb./smth., obey, accept"
ṣēnu,"flock, sheep (and goats)"
ṣēnum,"evil, malevolent"
ṣênum (v.),to load (up)
ṣēnum I,"evil, malevolent"
ṣēnum III,"flock, sheep (and goats)"
šēpu,foot
šēpum,foot
šēpum (//gìr),"foot, leg"
šēqu,sharp(?)
ṣer karānim,vine snake
"šer'ānum, šir'ānum (//sa-UD)","vein, artery, ligament, tendon, nerve, sinew"
"šer'ānum, šir'ānum (SA)","vein, artery, ligament, tendon, nerve, sinew"
šer'um (AB.SÍN),furrow
šerdingirgallakku (ŠER.DINGIR.GAL.LA.KU),"song, sumerian song (the song of the great god)"
serdum,olive tree
šergiddûm (ŠER.GÍD.DA),"song, sumerian song (the long songs)"
ṣerḫum,fever(ish) heat
"šeriktum, širiktum","present, grant"
ṣēriš,"towards, against, in the steppe"
šerkugȗm (ŠÉR.KÙ.GA),"song, sumerian song"
šerkum,gift
ṣernettum (AŠ),"boil (on skin), skin disease (a kind of)"
ṣerpum,red wool
"serqum, sirqum","strewn offering, libation"
serrēmum,onager
ṣerret šamê,cosmic retaining rope
ṣerretum I,"nose rope, leading rope"
ṣerri aptim,window snake
ṣerri karānim,wine snake
ṣerri lā šiptim,snake that cannot be conjured
ṣerri qištim,forest snake
ṣerri zizzim,hissing snake
ṣerru,snake
ṣerrum,snake
ṣerrum I (MUŠ),snake
ṣerrum II,door socket
"serrum, zerrum","ass, kind of equid"
šērtum,"guilt, crime, punishment"
šerṭum,tatter
ṣertum (//akan),"nipple, teat, udder"
"šērtum I, pl. šērētum","penalty, punishment, misdeed, offence"
šērtum II,morning
"šērtum III, šīrtum","bar (?) (as part of a locking mechanism), (metal) ring"
sêru (v.),to smear
šērum,morning
ṣērum (//edin),"back, upperside, steppe, open country, towards"
ṣērum (EDIN),"back, upperside, steppe, open country, towards"
sêrum (v.),"G to plaster, smear"
šērum I,fierce
šērum II,morning
šērum III,"song, chant"
"šērum, šarûm","song, chant"
Šērūʾa,DN
šerʾum,"furrow, constellation Virgo"
šešgallum,"big brother, elder brother, high priest"
šeššum,sixth
ṣētu,"bright light, heat"
šētum,net
šêtum (v.),to be/leave remaining
šêṭum (v.),"to miss, to bypass, to disdain"
"ṣētum, ṣītum","bright light, heat"
šēṭūtum,"scorn, neglect"
šēzuzu,very fierce
šeʾû (v.),to seek
šeʾum,"barley, grain"
šeʾûm (v.),to seek (out)
šī,she
ši(')ārum,morning (Ass.)
si(k)kānu,"(boat's) steering paddle, rudder"
si(k)kānum,"paddle (of a boat), rudder"
ṣiāḫum (v.),to laugh; cry
šiāmum (v.),"to fix, decree"
siāqum (v.),to be(come) narrow
šiāšim,to her
"šiāti, šât","(of) her, that, this same"
ṣiātum (//du-um),distant time
"ṣiātum, ṣâtum","distant time, commentary (on words excerpted from text)"
šibbatum,burning
sibbirrum (sippirrum),a tree
"šibbum I, šippum",belt
šibbum II,a fierce mythical snake
šibbum III,disease (a kind of)
šibirrum,"shepherd's staff, scepter, DN"
ṣibittum,"seizure, captivity, imprisonment"
sibkarûm,"an object, bin"
šibqū,"scheme, plan, trick, plot"
ṣibtu,"seizure, captivity"
ṣibtum,"a garment, esp. for cult statues"
ṣibtum I,"seizure, holding"
ṣibtum II,interest
šībum,"old (person), elder"
ṣibȗtum,"desire, need"
šībūtum,old age
Ṣidana,DN
šiddu,"side, edge, curtain"
šiddum,"side, edge, curtain"
ṣidītum,provisions
šigarum,"(wooden) clamp, (neck-)stock, door lock, bolt"
šigmum,"cry, uproar"
šigûm,"a cry of lamentation, penitential prayer"
šigūšum,barley
šiḫāmum,equid?
siḫirtum,"circumference, entirety"
ṣīḫtu,"laughter, flirtations, amusements, delights"
ṣīḫtum,"laughter, pl. flirtations, amusements, delights"
sīḫum,rebellion
sīḫum I,rebellion
sīḫum II,wormwood
šikaru,beer
šikarum,beer
šikarum (//kaš),"beer, ale"
šikarum (KAŠ; KEŠ),"beer, ale"
sikillum (Ú.SIKIL),plant (a kind of)
šikittum,"appearance, figure"
sikkānu,"(boat’s) steering paddle, rudder"
sikkatu,"peg, nail"
sikkatum,"peg, nail"
sikkatum I (šikkatum),"peg, nail (of wood or metal), part of a lock"
sikkatum II,"serious illness (a kind of), pox?"
šikkûm,mongoose
šikkurratum,a reed or rush
"sikkūrum, šikkūrum (GIŠ.SAG.KUL)","bar, bolt (as locking device)"
šikkūtum (//d.nin-kilim),"mongoose, female"
šiknum,"act of putting, setting, form, appearance"
silītum,"afterbirth, womb"
ṣillu,"shade, shadow, protection"
ṣillūlum,protection
ṣillum,"shade, shadow, protection"
ṣillûm (DÁLA),"thorn, needle, pin"
ṣillum (GISSU),"protection; shade, shadow"
šiltāḫu,arrow
šiltāḫum,"arrow, Sirius"
siltum,a kind of groats
Simānum,MN
simānum I,"(right) occasion, season"
Simānum II,Simannu (3rd Bab. Month)
"ṣimdu, ṣindu","binding, (yoke-)team"
ṣimdum,"binding, (yoke-)team, bandage"
"ṣimdum, ṣindum","binding, (yoke-)team"
šimītān,(in the) evening
"ṣimittu, ṣinditu","binding, (yoke-)team"
šimmatum,paralysis
simmum,"wound, lesion"
simmum matqum,sweet (i.e. discharging) wound
simtum,"appropriate symbol, characteristic"
simtum (//me-te),"appropriate symbol, characteristic"
šīmtum (//nam),"fate, what is fixed, destiny"
šīmtum (//nam-tar),"fate, what is fixed, destiny"
šīmtum (NAM),"fate, what is fixed, destiny"
Šimurrum,GN
Sîn,DN
Sîn (dEN.ZU) (//lugal),DN
Sîn (dEN.ZU)(//d-nanna),DN
Sîn (dEN.ZU)(//en-zu),DN
Sîn(dEN.ZU)-Muballiṭ,PN
Sîn(EN.ZU)-Nādin-Šumim,PN
Sîn-aḫḫē-erība,RN
Sîn-ēṭir,PN
Sîn-iddin,PN
Sîn-Iddinam,PN
Sîn-šarru-iškun,RN
šina,two
šina I,they
šina II,two
"šina, šitta",two
šinašan,"both of the two, each of the two"
šināti,"them, those"
šīnātum,urine
sindakku,made of sindû-wood
šini'tum,blockage (of throat)
šinīšu,twice
"sinku, singu",discarded wool
ṣinnatum,"a wind-instrument, flute"
sinništum,woman
sinništum (MUNUS),woman
šinnu,tooth
šinnum,tooth
"šinšarium, šinšerûm",twelfth
Šinṭini,GN
sînu,moon
sinuntum,swallow
sinūnu,"swallow-fish, swallow"
šinūnūtum,"(type of) swallow, SN"
siparrum,bronze
šipārum,regulations
šipassum,"clay sealing, sealed bulla"
šīpātu,wool
šīpātum,wool
"šīpātum, šuppatum","wool, fleece, rush, sedge?"
sipidiqar (//al-ti-ri-gu),bird (kind of)
šipirtum,"message, letter, instruction, order"
"šipirtum, šipištum","message, letter"
sipittu,"mourning (rites), lamentation"
sipittum,"mourning (rites), lament"
"šipītum, šibītum, pl. f. šibiātum","suture, seam (of skull)"
Sippar,GN
Sippar (UD.KIB.NUNki),GN
ṣippatum,fruit orchard
ṣippatum I,fruit orchard
ṣippatum III,(pine-)cone
ṣippum,"a vegetable, bunch of herbs"
šipru,"sending, mission, work"
ṣiprum,crossguard(?)
šiprum,"sending, mission, work, craft"
šiprum (//kin),"sending, mission, work"
šiptum,"incantation, spell"
šiptum (ḖN; KAxUD),"incantation, spell"
"šīpum, šippum",part of the roof
šiqātum,"song, kind of"
šiqbum,(a kind of plant)
šiqdum,almond tree
šiqlum,shekel
šīqum,"watering, irrigation"
Siraš,DN (beer)
sīrāšûm,brewer
"širḫānum, šerḫānum","current, flood"
širiktum,"gift, present"
sirqum,offering
sirramum,onager
šīru,flesh
ṣīrum,"exalted, supreme"
ṣīrum (//maḫ),"exalted, supreme, splendid, outstanding"
šīrum (UZU),"flesh, body; entrails; kinsman, blood relative, meat; ominous sign"
ṣīrūtum,supremacy
ṣīṣītum,"a part of loom, phps. shuttle"
šisītum,cry
sissiktu,"hem, fringe"
sissiktum,"hem, fringe"
sissinnum,date-palm spadix
sissirum II,child
sisûm,horse
ṣīt dŠamšim (dUTU.È.A),"exit, (sun)rise"
šitaddarum,Orion
šitmārum,very wild
šitnunum,combative
šitpum,"pit, excavation"
šiṭrum,(piece of) writing
šittān (//šúšana),two-thirds
šittum,"remnant, remainder"
šittum IV (//še10),excrement
"ṣītu, ṣētu","exit, (sun-)rise"
šitūltum,"discussion, consultation"
šitūlum,"deliberation, consultation"
ṣītum,"exit, (sun-)rise"
"sītum, sētum","battlement, parapet"
šizbum,milk
šizbum (GA),milk
šizûm,one-third cubit
šū,"he, that"
ṣu''udum,"whirling, swirling"
šu'ûm,"lord, master"
Šu-Sîn(30),RN
su/ṣú-ru-ut,mng. unkn.
šuārum,dance
"šuāti, šâti","him, her, it"
"šuāti, šuātu","him, her, it"
šuātum,mistress
šubādum,snake (a kind of)
šūbalkutum,"sender, transporter"
"Šubarīum, Subarûm","from Subartu, Subarean"
šubarrû,(tax) exemption
šubarrûm,(tax) exemption
Subartum,GN
Šubarûm,GN
šubat nēḫtim,peaceful dwelling
ṣubātu,"textile, garment"
ṣubātum,"textile, garment"
ṣubbûm (v.),G observe; Št execute thoroughly
ṣubītu,"dyed wool, irrigation, soaking"
šubtu,"seat, dwelling, dwelling place"
šubtum,"seat, dwelling"
šubtum (//ki-tuš),"abode, dwelling, place, seat"
šubtum (//ku-tuš),dwelling
"šubtum, šuptum","seat, dwelling, abode, place"
šubultum,"ear, spike (of corn)"
šubûm (na4ŠUBA),(a semiprecious stone)
šuburrum,"rump, bottom"
ṣūd pānim (IGI.NIGÍN.NA),"giddiness, vertigo"
"šūdadum, šudātum","beloved, lover"
šuddulum,"very wide, spacious"
sudūrum,"ornament, a sumptuous garment"
Sugāga,GN
sugāgum,"sheikh, tribal representative"
Sugal (ZA.MÙŠ.UNUGki),GN
šugarruru (v.),to roll
Sugbanda (//sú-ug-bàn-da),GN
šugītum,(a class of women) able to marry
sugullum,"herd, cattle"
šuḫarratum,deathly hush
šuḫarrurum (v.),to be deathly still
ṣuḫārum,"boy, male child, servant"
ṣuḫārum ((LÚ.)TUR; DI4.DI4.LA?),"boy, male child, servant, adolescent"
suḫattum,a kind of cloth
suḫātu,armpit
suḫātum,armpit
šuḫḫûm (v.),to remove
"šuḫḫum, suḫḫum","buttock, stand"
ṣuḫrum,"youth, time of youth; children"
šuḫrurum (v.),"to lay waste, reduce to silence"
suḫsu,"bed, crotch"
suḫsum,"bed, seminal fluid"
ṣūḫum,"laugh, laughter"
"ṣūḫum, ṣuḫḫum","laugh, laughter, love play"
suḫuppatum,boot(s)
suḫurmāšum,"(mythical) goat-fish, constellation Capricorn"
suḫuššum (gišGIŠIMMAR.TUR),"young date palm, palm-shoot"
šukāmum,penmanship(?)
sukannīnu,"dove, pigeon"
sukannīnum,"dove, pigeon"
"šukkallum, sukkallum","minister, a court official"
sukkukum,deaf; mentally handicapped
šukkulum (v.),"to wipe down, wipe out, pass one’s hand"
šuklulum,"complete, perfect"
šuklulum (v.),"Š to complete, make/do completely"
šukudum,"arrow, Sirius"
sukullum,herd
šukûm,doorpost
sukuptum,repulse
šukurrum(gišŠUKUR),"lance, spear"
šukuttum,"adornment, jewelry"
sulā'um,"bait, decoy (?)"
Šullat,DN
ṣullû (v.),"to beseech, pray to"
ṣullulu (v.),"to roof over, cover"
ṣullulum (v.),"D to roof over, cover"
ṣullûm (v.),"to beseech, pray to"
šulmāniš,in peace
šulmānum,greeting gift
šulmu,"completeness, well-being"
šulmum,"completeness, well-being, peace, greeting, good outcome"
ṣulmum,rain cloud
šulputum,"defiled, ruined"
Šulšagana,DN
"sulû, ṣulû","supplication, prayer"
šuluḫḫum,purification rite
ṣulūlum (//an-dúl),"shelter, canopy, aegis, protection"
ṣulūlum (AN.DÙL),"roof, protection, shield"
šulûm,"street, lane, alley"
sulummûm,peace-making
sulummûm (//silim),peace-making
suluppum,date
"šūlūtum, šūlītum",garrison
šûm,"his, hers, belonging to him/her"
ṣumāmītu,(severe) thirst
ṣumāmītum,thirst
šumēlûm,left-hand
šumēlum,the left
šumēlum (//á-gùb-bu),"left side, left hand"
Šumerum,"Sumer, Sumerian (language)"
šumerum (//en-né),Sumerian
Ṣumirāt-Ištar,PN
sumkīnum,"rot, decayed matter"
šumma,if
"šummaman, šumman",if (introducing unreal conditions)
"šummannum, šummunnum","halter, tether"
šummuḫum,very luxuriant
summum,dove
ṣummûm,thirst
summum (//tu-um),dove
šumruṣum,"very painful, suffering"
šumu,"name, son, reputation, line of text"
Sumulail,PN
šumûm,roast meat
šumum (//na),name; son; line of text
šumum (MU),"name, son, line of text"
šumum (MU) (//mu),name; son; line of text
"šūmum, pl. šūmū",garlic (usually pl. tant.)
sumundû,garden plant
sunqum,famine
šunu,they (m.)
šūnuḫu,"much troubled, wearied"
sūnum,"loin, lap, loincloth, bandage"
"šunūti, šunūtu",them
Šupa,SN
supālum,juniper
šuparrurum (v.),Š to spread out
šuparzuḫum (v.),to make abundant
šupêltum,exchange
šupêlum (v.),"to exchange, overturn"
šuplum,"depth, minimum latitude"
šuppān,60 cubits
šuppatum,"rush, sedge?"
ṣuppu,"decorated, overlaid, clad"
suppuḫum,scattered
suppûm (v.),"to pray, supplicate"
ṣuprum,"(finger/toe-)nail, claw, foot"
supû,"prayer, supplication"
šūpûm,"made apparent, resplendent, famous, shining, splendid"
"supûm, suppûm",prayer
supūrum,sheepfold
supūrum (//amaš),sheepfold
sūq erbettim (//sila límmu),"fourways, square"
šuqallulum (v.),Š to hang (down) (intrans.)
"suqtum, zuqtum",chin
sūqu,street
šuqultum,weight
šūqum,"height, maximum latitude"
sūqum (SILA),street
šūqurum,very valuable
"šur'um, šūrum",eyebrow
šurānum (//gul-lum),cat
ṣurārû,lizard
šurbûm,very great
"šurbûtum, šurbītum",greatness
surinnu,a plant
šurīnum,(divine) emblem
šurīpum,"ice, frost"
šurmēnu,cypress
šurmēnum (ŠU.ÚR.MÌN),cypress
šurqiš,"secretly, swiftly"
šurqum,theft
ṣurrānītu,"ṣurru-like stone, obsidian"
surrātum,"lies, crimes"
surri,immediately (cf. assurri)
surriš,"quickly, soon"
ṣurru,"obsidian, flint"
šurrû (v.),"to begin, start, descend"
šurrûm,"start, beginning"
šurrum (v.),"D to bow down, bend forwards"
ṣurrum I,"obsidian, flint"
ṣurrum II,"interior, heart"
šurrumma,"indeed, certainly, forthwith"
šuršudum,firmly founded
šuršum,root
Sursunabu,PN
ṣūrum,"cliff, rock"
šūrum III,bull
šuruppûm,"frost, chills, shivers"
šurʾum,"a part of the face or head, neck muscles"
šusḫurum,encircled; here: totally turned over
šūši,sixty
Šušinak,DN
"šuškallum, šaškallum",battle-net
šušqûtum,exaltation
suššum,mng. unkn. (architectural detail?)
ṣuṣûm,reed-thicket
Šušûm,Susa
šūšum (ŠE.DÙ.A),liquorice
šūšurum,"in order, correct"
šūt,"who(m), those who(m), those of"
šutanīdum,antiphonal hymn
šutāpum,partner
šutašnûm,"repeated, doubled"
šutēburum (v.),"to act precipitately, be hasty"
Sutītum,DN
šutlumum (v.),"Š to grant, bestow generously"
šutlumum (v.) (//šu ~gar),"Š to grant, bestow generously"
šuttatum,(hunter's) pitfall
šuttum,dream
šūtu,he
Sutuḫḫu,GN
sūtum,(a capacity measure:) seah
sūtum (BÁN),seah (a capacity measure)
šūtum II,south wind
šutummum,storehouse
šūtuqum,"surpassing, outstanding"
šūturum,supreme
Šuzigaš,RN
šuʾillakkum,(prayer of) raised hands
ŠÚ.ḪAL,DN
t/dium?,mng. unknown
tā'um,inner room
ṭabāḫum (v.),to slaughter
tabāku (v.),"to pour (out), lay flat, (Ntn) repeatedly swoop on, sprinkle"
tabākum (v.),to pour (out)
tābalu,dry land
tābalum,dry land
tabālum (v.),"to take away, carry off"
tabarru,red wool
Ṭābat-qāssu,PN
ṭābātum (A.GEŠTIN.NA),vinegar
tabbākum,he who pours out
ṭābiḫum,"slaughterer, butcher"
tabīnu,"shelter, stall"
ṭabtum,salt
ṭabtum (//mun),salt
ṭabtum (MUN),salt
ṭābu,"good, sweet"
ṭābum,"good, sweet, pleasant"
ṭābum (//sa-ke),"good, sweet"
ṭābum (DU10),"good, sweet"
ṭâbum (v.),"to make good, to improve"
tādirtum,darkness
ṭaḫādum (v.),"to flourish, be(come) luxuriant"
tāḫāzu,"battle, combat"
tāḫāzum,"battle, combat"
tāḫāzum (//mè),"battle, combat"
tāḫāzum (ME; ME6),"battle, combat"
ṭaḫdum,luxuriant
ṭāḫu,adjacent to
tākaltum,bag
takālu (v.),to trust
takālum (v.),"to trust, to encourage"
takāpum (v.),"to prick, puncture"
takbittum,"honour, dignity, important position"
takiltu,purple (wool)
takiltum,purple (wool)
takittum,confirmation
taklimtum,"revelation, instruction; display"
taklīmum,"demonstration, show-offering"
takrību,supplication
"takṣâtum, takṣiātum","cold weather, frost"
takšītum,profit
talḫīšum,whispered prayer
talīmum,favorite brother
tallum,"dividing line, beam"
tallum II,vessel for oil
talmīdum,apprentice
taltallûm,"pollen, stamen (of date palm)"
tamāḫum (v.),to grasp
tāmartum,"view(ing), audience-gift"
tamḫārum,"battle, combat"
"tamḫuṣum, tamḫaṣum","clash, fray"
tamkāru,"merchant, businessman"
tamlītum,filling
tamšīlum,"image, likeness"
tamûm (v.),"to swear, (D) bind someone by oath"
tamûm I (v.),"having sworn, cursed, bewitched"
tamûm II (v.),"G to swear; D swear, bind by oath"
"tanattum, pl. tanadātum","fame, pl. praise"
tanēḫtum,"reassurance, soothing"
tānēḫum,"moaning, distress"
tānēḫum (//a-še-ra),"moaning, distress"
tanīdum,(hymn of) praise
"tanittu, šanittu",(hymn) of praise
tanittum,(hymn of) praise
tanittum (//zà-mí),(hymn of) praise
"tanittum, šanittum",(hymn of) praise
tanpiḫtum,"burning, inflammation, fire"
tanūqātu,"battle cry, lament"
tanūqātum,battle cry
tāpalum,pair (of objects)
ṭapālum (v.),"G to slander, insult; D to slander, insult"
ṭapārum (v.),to press towards
tapḫarum,private collected possessions
"tapliḫtum, tapliḫum",intimidation
tappātu,"(female) companion, partner"
tappātum,"female companion, partner, secondary wife"
tappûm,"companion, partner"
tappûm (//lú),"companion, partner"
tappûm (TAB.BA),"companion, companion, partner"
tappûtum (NAM.TAB.BA),companionship
ṭâpu (v.),"to twist, wind (thread)"
Taqīšu,PN
taqqītum,"offering, libation"
TAR.A.E,?
ṭarādum (v.),"to send off, dispatch, drive away"
tarākum (v.),"G to beat, thump, be dark; D~G"
tarākum (v.) (//gá-gá),"G to beat, thump, be dark; D~G"
tarāmum,beloved one
tarānu,"roof, shelter"
tarānum,"roof, shelter, protection"
tarārum (v.),to tremble
tarāṣum (v.),"to be(come) in order, correct"
tarbaṣu,"animal stall, courtyard"
tarbaṣum (//tùr),"animal stall, courtyard"
tarbaṣum (TÙR),"animal stall, courtyard"
tarbâtum,"greatness, magnificence"
tarbītum,child rearing; offspring
tarbu'(t)um,"dust (storm), whirl-wind, sand dune"
tardennu,"second(ary), younger"
tardennum,"second(ary), younger brother, second meal"
ṭarīdum,fugitive
tārītum,"nurse, nanny"
tarṣiātum,chosen one
taršītum,"harassment, inconsiderate behaviour"
tarsītum,prayer
tarṣu,"extent, duration, towards, opposite"
tarṣum,"extent, duration, position"
tartāmū,"love-making, mutual love"
târu (v.),"to turn, return, become (again), (D) bring, send, give, pay back, restore, close"
târum (v.),"to turn, return, (D) bring, send, give back, restore"
târum (v.) (GUR),"G to turn, return, become again; D to bring, send, give, pay back"
tarûm II (v.),G to lift up
tašābum (v.),G to sit down
tāšertum,"surveillance, observation"
tašīltum,celebration
tašīltum (//za-la-na),celebration
tašīmtum,"discernment, sagacity, prudence, wisdom, judgement"
tašīmtum (//bàn-da),"discernment, sagacity"
taskarinnum,"box tree, boxwood"
Tašmētu,DN
Tašmētum,DN
tašriḫtum,glorification
Tašrītum,MN
ṭātum,bribe
tātur(r)um,surplus
"ṭawûm, ṭamûm","to spin, plait"
tayyārum,returning
tazzīqum,"vexation, anxiety"
tazzīrum,cursing (?)
TE.E,GN
Ṭebētu,MN
"Ṭebētum, Tappattu",MN
tebû (v.),"to get up, arise, set out, (Š) set in motion, remove"
"tēbû, ētbû","arising, insurgent"
tēbûm,"arising, insurgent"
ṭebûm (v.),"G to sink, submerge"
ṭebûm (v.),"to sink, submerge"
tēdištum,renewal
ṭēḫu,immediate vicinity
ṭeḫû (v.),"to be(come) near to, approach"
ṭeḫûm (v.),"to be(come) near to, approach"
ṭeḫûm (v.) (//teg),"G to approach, be(come) near to; D bring close to, affect"
ṭeḫûtum,"clientele, associates"
tēkītu,"complaint, grumbling"
tēkītum,"complaint, grumbling"
teknītum (taknī'ātišu) (//mí),loving care
teknûm,loving care
tele'ûm,very competent
tēliltum,purification
Telītum,"DN, “(the) very competent (one)” epith. of goddesses esp. Ištar"
Tēmâ,GN
ṭēmānu,"wise, reasonable"
temērum (v.),"G to cover (in earth), bury"
tēmīqum,(deep) prayer
temkûm,"neglect, disregard"
temmēnum,foundation
ṭēmu,"(fore)thought, plan(ning), understanding, instruction, report"
ṭēmum,"(fore)thought, plan(ning), understanding, instruction"
ṭēmum (//šu),"thought, plan, instruction, information"
tenēštum,people
"tenēštum, tanišētum","people, humankind"
tēnintu,"weeping, lamentation"
tēnīnum,"weeping, lamentation"
tenšûm,precious metal dress-ornament
tēnûm,"substitute, replacement"
ṭepûm (v.),"to extend, apply, add"
terḫum,beer vase (a type of)
"terītum, tirratum",a disease
Terqa,GN
têrtum,"instruction, omen"
ṭēru,"mud, silt"
tēṣētum (//è),"quarrel, contest"
teslītum,"appeal, prayer"
tešmûm,"attention, listening; compliance"
tešûm,ninth
tēšûm,"revolt, disorder"
ṭiābum (v.),to be(come) good
Tiāmat,DN
"tiāmtu, tâmtu",sea
"tiāmtum, tâmtum",sea
"tiāmtum, tâmtum (A.AB.BA)","sea, lake"
tibbum,small harp
tibbuttum,"a musical instrument, phps. drum"
tibku,"outpouring, deposit, layer, course (of brickwork)"
tibnum,"straw, chaff"
tībum,"arousal, attack"
tibût erbîm,rise of a locust swarm
tibûtum,uprising
"ṭīdiš, ṭiṭṭiš",into clay
ṭīdum (//im),"clay, mud"
"ṭīdum, ṭiṭṭu","clay, mud"
"ṭīdum, ṭiṭṭum",clay
tigûm,drum
tikku,neck
tikkum,neck
tiklum,"help, helper"
"ṭikmēnum, digīmum",ashes
tikpu,"spot, patch, cuneiform wedge mark"
tikpum,"spot, patch, cuneiform wedge mark"
tillatu,"help, reinforcement, mainstay of a boat"
tillatum (ILLAT),help; reinforcement
tillu,"appendage, trappings"
tillûm,a garment (?)
tilmunnûm,of Tilmun
tilpānum (GIŠ.GEŠPU),"bow, throwing stick (?)"
"tīlum, tillum",(ruin) mound
"tīlum, tillum (DU6)","tell, ruin heap"
timāli,yesterday
tinūrum,oven
Ṭirid,DN
ṭīrum,? (qualifying goods)
tīrum,courtier
Tiruru,DN
tišānum,"mountain-dwelling ovid, goat (mountain)"
tiše,nine
Tišpak,DN
titkurrum,kind of bird
tittum,fig (tree)
tîtum,nourishment
titūrum,bridge
Tiwa,GN
tiwītum,"song, utterance"
"tizqārum (GAL.DI), tišqārum","exalted, very high, outstanding"
tu'āmum,twin
tu6-én-é-nu-ru,spell
tubqu,"corner, recess"
tubqum,"corner, recess"
ṭūbu,"goodness, happiness"
ṭūbum,"goodness, happiness, prosperity"
ṭūbum (//sa6.g),"goodness, happiness, prosperity"
ṭūbum (//til),"goodness, happiness, prosperity"
tubuqtum,corner
Tudḫula,RN
"tudittum, dudittum",a dress-pin on woman's breast
ṭūdum,"way, path"
"tugārum, tuqārum",cave (?)
"ṭuḫdu, ṭuḫudu","plenty, abundance"
ṭuḫdum,"plenty, abundance, overwhelming abundance"
tuḫḫū,bran
ṭuḫḫûm,"brought near, presented"
tukkum,"alarm, warning, slander"
tuklu,"help, protection"
Tukriš,GN
tukšum,(leather) shield
Tukul-Šazu,DN
Tukul-x,DN
Tukultī-Ninurta,RN
tukultum (NIR.GÁL),"trust, support"
ṭulīmum,spleen
tullû (v.),"to accouter, bedeck with"
tullulu (v.),"to harness, equip"
tûltum,"worm, leech"
tulûm,"breast, pectorals"
